,ID,SMILES,"Tg, K",METHOD ID,METHOD NAME
482,384,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,464.0,11,"Tg, K  (calc)"
483,386,Ic1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,500.0,7,"Tg (DSC), K"
484,386,Ic1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,473.0,11,"Tg, K  (calc)"
485,387,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,533.0,7,"Tg (DSC), K"
486,387,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
487,388,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,528.0,7,"Tg (DSC), K"
488,388,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
489,389,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,503.0,7,"Tg (DSC), K"
490,389,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
491,390,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,527.0,7,"Tg (DSC), K"
492,390,Ic1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
493,391,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,7,"Tg (DSC), K"
494,391,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
495,393,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,508.0,7,"Tg (DSC), K"
496,393,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2ccccc2cc1Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
497,394,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,522.0,7,"Tg (DSC), K"
498,394,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
499,395,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,518.0,7,"Tg (DSC), K"
500,395,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,11,"Tg, K  (calc)"
501,400,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,538.0,7,"Tg (DSC), K"
502,400,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc2c1cccc2Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,497.0,11,"Tg, K  (calc)"
503,401,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,509.0,7,"Tg (DSC), K"
504,401,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,497.0,11,"Tg, K  (calc)"
505,402,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,520.0,7,"Tg (DSC), K"
506,402,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,497.0,11,"Tg, K  (calc)"
507,407,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I)(C)C,503.0,9,"Tg (unknown method), K"
508,407,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2Oc1ccc(cc1)C(c1ccc(cc1)Oc1cccc2c1C(=O)N(C2=O)I)(C)C,491.0,11,"Tg, K  (calc)"
509,501,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)c1cccc2c1C(=O)N(C2=O)I,584.0,7,"Tg (DSC), K"
510,501,Ic1ccc(cc1)Cc1ccc(cc1)N1C(=O)c2c(C1=O)c(ccc2)c1cccc2c1C(=O)N(C2=O)I,573.0,11,"Tg, K  (calc)"
511,502,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,521.0,7,"Tg (DSC), K"
512,502,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cccc2c1ccc2c(c1)C(=O)N(C2=O)I,496.0,11,"Tg, K  (calc)"
513,503,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,484.0,7,"Tg (DSC), K"
514,503,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,496.0,11,"Tg, K  (calc)"
515,504,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,512.0,7,"Tg (DSC), K"
516,504,Ic1cccc(c1)C(=O)c1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
517,505,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,603.0,7,"Tg (DSC), K"
518,505,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,645.0,11,"Tg, K  (calc)"
519,506,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)c1cccc2c1C(=O)N(C2=O)I,533.0,7,"Tg (DSC), K"
520,506,Ic1cccc(c1)S(=O)(=O)c1cccc(c1)N1C(=O)c2c(C1=O)c(ccc2)c1cccc2c1C(=O)N(C2=O)I,569.0,11,"Tg, K  (calc)"
521,507,Ic1ccc(nc1)Oc1cccc(c1)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,538.0,4,"Tg (TMA), K, (exp) unknown conditions"
522,507,Ic1ccc(nc1)Oc1cccc(c1)Oc1ccc(cn1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,465.0,11,"Tg, K  (calc)"
523,508,Ic1cccc(c1)Cc1ccc(cc1)Cc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,478.0,5,"Tg (TBA), K, (exp),  N2 300 C"
524,508,Ic1cccc(c1)Cc1ccc(cc1)Cc1cccc(c1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,482.0,11,"Tg, K  (calc)"
525,509,Ic1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,503.0,9,"Tg (unknown method), K"
526,509,Ic1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,519.0,11,"Tg, K  (calc)"
527,510,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,483.0,9,"Tg (unknown method), K"
528,510,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
529,511,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,474.0,9,"Tg (unknown method), K"
530,511,Ic1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,474.0,11,"Tg, K  (calc)"
531,512,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,495.0,9,"Tg (unknown method), K"
532,512,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,519.0,11,"Tg, K  (calc)"
533,513,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,493.0,9,"Tg (unknown method), K"
534,513,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,524.0,11,"Tg, K  (calc)"
535,514,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,481.0,9,"Tg (unknown method), K"
536,514,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,493.0,11,"Tg, K  (calc)"
537,515,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,479.0,9,"Tg (unknown method), K"
538,515,Ic1ccc(cc1)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
539,516,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,9,"Tg (unknown method), K"
540,516,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,493.0,11,"Tg, K  (calc)"
541,517,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,467.0,9,"Tg (unknown method), K"
542,517,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,459.0,11,"Tg, K  (calc)"
543,518,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,474.0,9,"Tg (unknown method), K"
544,518,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,474.0,11,"Tg, K  (calc)"
545,519,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,478.0,9,"Tg (unknown method), K"
546,519,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,484.0,11,"Tg, K  (calc)"
547,520,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,459.0,9,"Tg (unknown method), K"
548,520,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Sc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,451.0,11,"Tg, K  (calc)"
549,804,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,773.0,10,"Tsoft, K"
550,804,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1ccc2c(c1)C(=O)N(C2=O)I,667.0,11,"Tg, K  (calc)"
551,805,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,563.0,10,"Tsoft, K"
552,805,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,537.0,11,"Tg, K  (calc)"
553,814,O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1Cl)Cc1ccc(c(c1)Cl)I,508.0,10,"Tsoft, K"
554,814,O=C1N(C(=O)c2c1cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)c1ccc(cc1Cl)Cc1ccc(c(c1)Cl)I,510.0,11,"Tg, K  (calc)"
555,816,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,633.0,10,"Tsoft, K"
556,816,Ic1ccc2c(c1)C(=O)c1c2ccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,541.0,11,"Tg, K  (calc)"
557,817,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,488.0,10,"Tsoft, K"
558,817,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,465.0,11,"Tg, K  (calc)"
559,818,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,472.0,7,"Tg (DSC), K"
560,818,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,475.0,10,"Tsoft, K"
561,818,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,451.0,11,"Tg, K  (calc)"
562,819,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,470.0,10,"Tsoft, K"
563,819,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1cccc(c1)Oc1ccc2c(c1)C(=O)N(C2=O)I,437.0,11,"Tg, K  (calc)"
564,823,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,535.0,7,"Tg (DSC), K"
565,823,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,538.0,10,"Tsoft, K"
566,823,Ic1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,525.0,11,"Tg, K  (calc)"
567,824,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,600.0,10,"Tsoft, K"
568,824,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,499.0,11,"Tg, K  (calc)"
569,825,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,650.0,10,"Tsoft, K"
570,825,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)ccc(c2)C(=O)c1ccc(cc1)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,482.0,11,"Tg, K  (calc)"
571,826,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,580.0,10,"Tsoft, K"
572,826,Ic1ccc(cc1)C(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,591.0,11,"Tg, K  (calc)"
573,828,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,530.0,6,"Tg (DTMA), K"
574,828,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,703.0,10,"Tsoft, K"
575,828,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)c1ccc2c(c1)C(=O)N(C2=O)I,519.0,11,"Tg, K  (calc)"
576,832,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,589.0,7,"Tg (DSC), K"
577,832,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,580.0,10,"Tsoft, K"
578,832,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1ccc2c(c1)C(=O)N(C2=O)I,613.0,11,"Tg, K  (calc)"
579,841,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,475.0,10,"Tsoft, K"
580,841,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,455.0,11,"Tg, K  (calc)"
581,2,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,563.0,6,"Tg (DTMA), K"
582,2,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,563.0,9,"Tg (unknown method), K"
583,2,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,583.0,10,"Tsoft, K"
584,2,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,582.0,11,"Tg, K  (calc)"
585,4,Ic1cccc(c1)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,459.0,6,"Tg (DTMA), K"
586,4,Ic1cccc(c1)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,523.0,10,"Tsoft, K"
587,4,Ic1cccc(c1)Oc1cccc(c1)N1C(=O)c2c(C1=O)ccc(c2)Oc1ccc2c(c1)C(=O)N(C2=O)I,461.0,11,"Tg, K  (calc)"
588,5,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,513.0,7,"Tg (DSC), K"
589,5,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,538.0,10,"Tsoft, K"
590,5,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,550.0,10,"Tsoft, K"
591,5,Ic1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,496.0,11,"Tg, K  (calc)"
592,8,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,508.0,6,"Tg (DTMA), K"
593,8,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,473.0,10,"Tsoft, K"
594,8,Ic1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I,465.0,11,"Tg, K  (calc)"
595,9,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,544.0,7,"Tg (DSC), K"
596,9,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,563.0,10,"Tsoft, K"
597,9,Ic1ccc(cc1)C(c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc2c(c1)C(=O)N(C2=O)I)(C)C,534.0,11,"Tg, K  (calc)"
598,16,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,556.0,7,"Tg (DSC), K"
599,16,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,563.0,10,"Tsoft, K"
600,16,Ic1ccc(cc1)S(=O)(=O)c1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,537.0,11,"Tg, K  (calc)"
601,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,518.0,6,"Tg (DTMA), K"
602,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,502.0,7,"Tg (DSC), K"
603,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,487.0,7,"Tg (DSC), K"
604,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,473.0,10,"Tsoft, K"
605,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,475.0,10,"Tsoft, K"
606,19,Ic1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1ccc2c(c1)C(=O)N(C2=O)I,467.0,11,"Tg, K  (calc)"
